user,item,cnt,daytime,weekday,isweekend,homework,cost,weather,country,city
159,31,1,afternoon,sunday,weekend,unknown,free,cloudy,Peru,799
16,25,179,afternoon,sunday,weekend,unknown,free,cloudy,Canada,133
155,123,13,evening,saturday,weekend,home,paid,cloudy,Spain,369
428,9,9,evening,thursday,workday,unknown,free,sunny,France,386
138,275,1,sunset,sunday,weekend,unknown,free,cloudy,Mexico,724
156,1033,1,evening,saturday,weekend,unknown,free,cloudy,Spain,369
238,136,26,morning,friday,workday,unknown,free,unknown,unknown,0
257,21,2,noon,wednesday,workday,unknown,free,unknown,United States,0
598,44,1,afternoon,thursday,workday,home,free,cloudy,United States,0
77,480,4,afternoon,thursday,workday,unknown,free,cloudy,United States,0
466,5,1,noon,sunday,weekend,unknown,free,sunny,Argentina,0
61,5,30,evening,sunday,weekend,unknown,free,unknown,unknown,0
163,5,1,sunset,thursday,workday,unknown,free,cloudy,Spain,369
363,886,995,afternoon,thursday,workday,home,free,cloudy,United Kingdom,0
15,1127,18,sunrise,thursday,workday,unknown,paid,foggy,Peru,799
144,1380,46,morning,saturday,weekend,unknown,paid,cloudy,United States,1004
300,77,1,sunset,sunday,weekend,unknown,paid,unknown,unknown,0
361,430,1,afternoon,tuesday,workday,unknown,free,rainy,Indonesia,0
292,25,30,morning,sunday,weekend,unknown,free,unknown,unknown,0
496,729,1,afternoon,friday,workday,unknown,free,sunny,Italy,0
487,28,3,afternoon,wednesday,workday,work,free,cloudy,United States,0
160,25,5,noon,sunday,weekend,unknown,free,unknown,Spain,369
459,1381,9,afternoon,saturday,weekend,unknown,free,sunny,Iraq,570
135,881,1,night,sunday,weekend,unknown,free,unknown,Spain,369
113,5,29,evening,wednesday,workday,home,free,cloudy,Spain,369
92,21,14,afternoon,friday,workday,unknown,free,cloudy,United States,0
76,9,84,morning,friday,workday,unknown,free,sunny,United States,1004
291,831,1,night,tuesday,workday,unknown,free,sunny,United States,0
135,5,54,sunset,thursday,workday,unknown,free,sunny,Spain,369
48,5,13,sunrise,friday,workday,work,free,cloudy,Spain,369
295,3,1,morning,saturday,weekend,unknown,free,sunny,United States,1039
98,141,1,morning,tuesday,workday,unknown,free,cloudy,Peru,799
206,17,8,noon,sunday,weekend,home,free,cloudy,Netherlands,784
459,25,3,evening,thursday,workday,unknown,free,unknown,unknown,0
170,40,260,afternoon,friday,workday,work,free,cloudy,United Kingdom,0
80,209,21,sunrise,friday,workday,home,free,cloudy,Spain,0
184,207,18,evening,friday,weekend,unknown,free,cloudy,United States,1028
34,262,134,evening,sunday,weekend,unknown,free,sunny,United Kingdom,0
180,5,5,morning,wednesday,workday,unknown,free,unknown,Spain,369
92,1382,30,noon,friday,workday,unknown,free,foggy,United States,0
382,33,33,noon,sunday,weekend,unknown,free,cloudy,Canada,135
7,586,1,morning,thursday,workday,unknown,paid,foggy,India,514
157,534,10,morning,wednesday,workday,unknown,free,cloudy,Japan,641
308,16,1,night,monday,workday,unknown,free,sunny,Netherlands,786
172,114,23,noon,wednesday,workday,unknown,free,cloudy,United States,1004
155,123,77,night,saturday,weekend,unknown,paid,cloudy,Spain,369
184,721,10,evening,tuesday,workday,home,free,sunny,United States,1028
656,136,5,evening,monday,workday,unknown,free,cloudy,Ecuador,355
21,17,47,noon,friday,workday,work,free,sunny,Spain,369
243,25,235,afternoon,friday,workday,unknown,free,cloudy,United Kingdom,394
275,469,7,afternoon,tuesday,workday,unknown,paid,cloudy,United States,0
420,350,21,noon,wednesday,workday,unknown,free,cloudy,Spain,369
61,1199,11,sunset,friday,weekend,unknown,free,unknown,unknown,0
195,466,28,night,saturday,weekend,unknown,free,sunny,Korea,649
657,25,1,night,saturday,weekend,unknown,free,rainy,Canada,136
64,25,21,evening,friday,weekend,unknown,free,cloudy,Spain,369
71,16,133,night,sunday,weekend,home,free,sunny,United States,1022
33,350,1,noon,monday,workday,unknown,free,rainy,Ecuador,356
102,21,10,morning,friday,workday,unknown,free,cloudy,Czech Rep.,327
34,16,12,sunrise,monday,workday,unknown,free,rainy,United Kingdom,0
47,65,18,morning,monday,workday,unknown,free,foggy,Peru,799
42,21,4,noon,tuesday,workday,unknown,free,cloudy,Spain,369
250,103,23,night,monday,workday,unknown,free,unknown,unknown,0
210,784,8,afternoon,tuesday,workday,unknown,free,cloudy,Ireland,452
108,25,407,morning,saturday,weekend,home,free,cloudy,Germany,333
138,105,144,evening,tuesday,workday,unknown,paid,foggy,Mexico,724
282,21,1,noon,friday,workday,unknown,free,unknown,India,535
195,780,50,night,friday,workday,unknown,free,rainy,Korea,649
26,39,2,afternoon,saturday,weekend,work,free,cloudy,Israel,0
180,17,35,afternoon,sunday,weekend,unknown,free,cloudy,Spain,369
260,49,362,evening,wednesday,workday,unknown,free,sunny,United States,999
110,40,307,evening,wednesday,workday,unknown,free,foggy,United States,1028
363,33,1365,morning,sunday,weekend,unknown,free,cloudy,United Kingdom,0
222,21,1,morning,sunday,weekend,unknown,free,unknown,unknown,0
12,124,420,evening,friday,weekend,home,free,sunny,United States,0
31,11,8,night,monday,workday,home,free,cloudy,Spain,369
168,25,70,sunrise,thursday,workday,unknown,free,sunny,United States,0
605,93,1,afternoon,monday,workday,unknown,free,cloudy,United Kingdom,0
230,10,1,afternoon,monday,workday,unknown,free,sunny,Ecuador,355
134,25,2,sunrise,wednesday,workday,unknown,free,rainy,United States,0
215,49,108,morning,wednesday,workday,unknown,free,foggy,United States,0
13,16,24,morning,saturday,weekend,unknown,free,cloudy,United Kingdom,0
252,5,14,afternoon,friday,workday,unknown,free,cloudy,Spain,0
108,82,192,noon,thursday,workday,home,free,cloudy,Germany,333
144,170,13,evening,saturday,weekend,unknown,paid,cloudy,United States,1004
468,11,1,afternoon,sunday,weekend,unknown,free,stormy,Venezuela,1067
299,17,2,evening,saturday,weekend,unknown,free,cloudy,United Kingdom,401
1,17,486,sunrise,wednesday,workday,unknown,free,sunny,Spain,369
349,362,30,evening,wednesday,workday,home,free,rainy,United States,1014
428,33,7,morning,monday,workday,work,free,cloudy,France,386
344,15,1,evening,wednesday,workday,unknown,paid,sunny,United States,0
273,576,368,sunset,saturday,weekend,unknown,free,cloudy,United States,0
246,40,1,afternoon,saturday,weekend,unknown,free,unknown,United Kingdom,401
87,21,52,morning,friday,workday,unknown,free,rainy,United States,1000
623,616,1,sunrise,friday,workday,unknown,free,cloudy,Canada,136
71,111,24,night,sunday,weekend,home,free,rainy,United States,1022
87,64,117,evening,monday,workday,unknown,free,cloudy,United States,1000
52,262,167,morning,monday,workday,unknown,free,sunny,United Kingdom,390
130,123,1,morning,thursday,workday,unknown,paid,sunny,Spain,369
52,200,7,noon,tuesday,workday,unknown,free,cloudy,United Kingdom,393
402,572,1,evening,tuesday,workday,unknown,free,sunny,Canada,136
355,301,3,night,wednesday,workday,unknown,free,sunny,Australia,24
12,1383,2,afternoon,wednesday,workday,home,free,cloudy,United States,0
23,74,10,evening,tuesday,workday,home,free,cloudy,United Kingdom,0
248,25,787,afternoon,thursday,workday,unknown,free,cloudy,Peru,799
91,3,1,afternoon,sunday,weekend,unknown,free,unknown,Colombia,0
102,25,58,morning,monday,workday,work,free,cloudy,Czech Rep.,327
7,1040,572,evening,tuesday,workday,unknown,free,cloudy,India,514
15,16,38,evening,sunday,weekend,unknown,free,foggy,Peru,799
516,181,1,morning,wednesday,workday,unknown,free,cloudy,Mexico,715
436,915,1,afternoon,friday,workday,unknown,free,cloudy,United Kingdom,401
12,487,208,afternoon,monday,workday,home,paid,foggy,United States,0
153,230,126,morning,sunday,weekend,unknown,free,cloudy,Mexico,694
14,128,42,sunset,saturday,weekend,unknown,free,sunny,Greece,0
57,66,15,evening,tuesday,workday,unknown,free,sunny,United States,0
75,223,7,morning,wednesday,workday,unknown,free,unknown,Poland,842
55,333,3,sunset,saturday,weekend,unknown,paid,sunny,United States,0
78,5,49,sunset,monday,workday,unknown,free,sunny,Costa Rica,321
293,26,60,sunset,wednesday,workday,unknown,free,cloudy,United States,1007
85,148,1,morning,saturday,weekend,unknown,free,unknown,United Kingdom,401
144,54,26,night,sunday,weekend,unknown,free,cloudy,United States,1004
184,721,9,sunset,thursday,workday,home,free,rainy,United States,1028
109,469,40,night,friday,workday,unknown,paid,sunny,United States,1003
562,1384,3,night,sunday,weekend,unknown,free,unknown,unknown,0
131,1341,14,evening,saturday,weekend,home,free,sunny,Taiwan,972
48,38,18,sunrise,monday,workday,home,paid,cloudy,Spain,369
49,25,105,morning,saturday,weekend,unknown,free,sunny,Australia,30
331,312,1,morning,wednesday,workday,unknown,free,cloudy,United States,0
12,1385,594,night,saturday,weekend,home,free,foggy,United States,0
133,16,5,evening,sunday,weekend,unknown,free,unknown,United States,0
340,275,1,afternoon,sunday,weekend,unknown,free,unknown,Peru,793
138,105,6,afternoon,friday,workday,unknown,paid,sunny,Mexico,713
138,103,8,noon,thursday,workday,unknown,free,sunny,Mexico,713
43,25,29,sunset,saturday,weekend,unknown,free,rainy,United States,0
33,586,1,night,friday,workday,unknown,paid,cloudy,Ecuador,356
126,9,49,evening,wednesday,workday,unknown,free,cloudy,United States,0
300,88,19,evening,tuesday,workday,unknown,free,unknown,unknown,0
169,20,1,night,sunday,weekend,unknown,free,cloudy,United States,994
208,17,1,sunrise,friday,workday,unknown,free,sunny,United Kingdom,400
10,1066,9,morning,saturday,weekend,unknown,free,sunny,Spain,373
108,25,24,night,friday,workday,unknown,free,cloudy,Germany,333
499,93,1,afternoon,friday,workday,unknown,free,cloudy,India,467
135,25,36,evening,thursday,workday,home,free,cloudy,Spain,369
245,21,2,morning,thursday,workday,home,free,sunny,United States,0
270,205,6,noon,thursday,workday,work,free,cloudy,Spain,369
248,0,50,sunset,tuesday,workday,unknown,free,cloudy,Peru,799
42,16,103,evening,saturday,weekend,unknown,free,sunny,Spain,0
96,1386,1,sunset,wednesday,workday,unknown,free,drizzle,Canada,0
101,525,10,noon,thursday,workday,unknown,free,cloudy,United States,1002
389,946,4,evening,wednesday,workday,home,free,unknown,United States,0
175,256,1214,morning,sunday,weekend,unknown,paid,unknown,unknown,0
1,5,2,afternoon,sunday,weekend,unknown,free,cloudy,Spain,369
178,16,45,morning,monday,workday,home,free,sunny,United Kingdom,0
22,209,6,afternoon,thursday,workday,unknown,free,cloudy,United Kingdom,401
135,562,28,noon,friday,workday,unknown,free,sunny,Spain,369
528,25,18,evening,saturday,weekend,unknown,free,cloudy,United States,0
154,16,69,sunset,sunday,weekend,unknown,free,foggy,United Kingdom,392
70,136,1,afternoon,tuesday,workday,unknown,free,unknown,unknown,0
138,11,53,evening,tuesday,workday,unknown,free,cloudy,Mexico,724
48,38,8,noon,friday,workday,unknown,paid,sunny,Spain,369
91,229,1,night,friday,workday,unknown,free,cloudy,Colombia,0
4,115,1,evening,thursday,workday,unknown,free,unknown,Switzerland,147
394,21,1,sunset,tuesday,workday,unknown,free,rainy,Canada,0
187,1060,1,night,thursday,workday,unknown,free,foggy,Peru,799
8,1275,9,night,sunday,weekend,unknown,free,sunny,Canada,129
218,247,67,afternoon,wednesday,workday,unknown,free,sunny,Indonesia,440
37,32,12,noon,saturday,weekend,unknown,free,cloudy,Canada,128
38,9,4,noon,tuesday,workday,work,free,cloudy,United States,1000
49,25,4,afternoon,tuesday,workday,home,free,cloudy,Australia,0
146,444,1,night,monday,workday,unknown,free,unknown,unknown,0
98,807,478,night,monday,workday,unknown,free,cloudy,Peru,799
32,21,4,evening,tuesday,workday,home,free,cloudy,Spain,373
105,492,44,morning,saturday,weekend,unknown,free,cloudy,United States,1003
302,94,120,afternoon,sunday,weekend,unknown,free,rainy,United States,1051
310,25,1,noon,friday,workday,unknown,free,cloudy,United States,1012
145,16,2,morning,saturday,weekend,unknown,free,cloudy,United Kingdom,400
139,21,3,afternoon,monday,workday,unknown,free,sunny,Czech Rep.,327
16,15,1,morning,friday,workday,home,paid,unknown,Canada,133
265,126,4,night,tuesday,workday,unknown,free,cloudy,Poland,0
56,49,311,morning,sunday,weekend,unknown,free,cloudy,Mexico,724
26,53,4,afternoon,saturday,weekend,unknown,free,sunny,Israel,0
52,16,12,evening,saturday,weekend,unknown,free,cloudy,United Kingdom,390
340,564,1,afternoon,sunday,weekend,unknown,free,sunny,Peru,793
147,89,4,noon,monday,workday,unknown,free,sunny,Spain,369
187,17,92,evening,saturday,weekend,unknown,free,cloudy,Peru,799
140,44,66,evening,tuesday,workday,unknown,free,unknown,unknown,0
64,40,48,sunset,thursday,workday,unknown,free,cloudy,Spain,369
130,1305,1,evening,tuesday,workday,home,free,cloudy,Spain,369
26,5,2,morning,sunday,weekend,unknown,free,cloudy,Israel,0
70,65,2,night,wednesday,workday,unknown,free,cloudy,Spain,373
485,1387,2,morning,monday,workday,unknown,free,cloudy,Peru,799
72,28,20,noon,saturday,weekend,unknown,free,unknown,unknown,0
15,78,24,sunset,monday,workday,unknown,free,foggy,Peru,799
138,16,40,afternoon,wednesday,workday,unknown,free,foggy,Mexico,713
348,103,1,evening,saturday,weekend,home,free,cloudy,Egypt,360
43,25,217,morning,saturday,weekend,unknown,free,foggy,United States,0
130,594,1,morning,monday,workday,unknown,free,cloudy,Lithuania,661
143,16,5,evening,monday,workday,unknown,free,sunny,Lithuania,0
80,9,30,morning,tuesday,workday,unknown,free,cloudy,Spain,0
80,21,18,afternoon,wednesday,workday,home,free,sunny,Spain,0
328,103,10,evening,saturday,weekend,home,free,cloudy,Spain,369
314,17,44,afternoon,tuesday,workday,home,free,cloudy,United States,0
158,126,1,evening,monday,workday,unknown,free,cloudy,France,386
80,9,4,sunset,thursday,workday,unknown,free,sunny,Spain,379
331,17,2,sunset,friday,weekend,unknown,free,cloudy,United States,0
363,256,162,morning,sunday,weekend,unknown,paid,rainy,United Kingdom,0
80,25,44,evening,thursday,workday,unknown,free,sunny,Spain,0
60,66,37,morning,monday,workday,home,free,sunny,Italy,0
13,20,2,evening,monday,workday,home,free,cloudy,United Kingdom,0
44,1388,4,evening,wednesday,workday,home,free,foggy,Spain,0
138,135,1,sunset,sunday,weekend,unknown,free,unknown,Mexico,724
168,26,48,evening,wednesday,workday,unknown,free,foggy,United States,0
123,1389,1,night,sunday,weekend,home,free,sunny,United States,0
96,418,174,evening,thursday,workday,unknown,free,sunny,Canada,0
30,20,27,sunrise,saturday,weekend,unknown,free,sunny,United States,0
262,635,220,night,friday,workday,unknown,free,cloudy,Mexico,712
195,160,138,afternoon,friday,workday,unknown,free,cloudy,Korea,649
408,106,34,morning,monday,workday,unknown,free,cloudy,Italy,0
168,25,208,noon,tuesday,workday,unknown,free,sunny,United States,1048
108,82,167,evening,sunday,weekend,unknown,free,cloudy,Germany,333
180,21,4,morning,saturday,weekend,unknown,free,cloudy,Spain,369
600,264,17,afternoon,sunday,weekend,unknown,free,cloudy,Honduras,418
399,5,3,afternoon,saturday,weekend,work,free,cloudy,Spain,0
4,5,2,evening,saturday,weekend,work,free,cloudy,Switzerland,147
295,20,40,sunset,thursday,workday,unknown,free,rainy,United States,1039
187,138,1,night,thursday,workday,unknown,free,foggy,Peru,799
165,5,138,sunset,sunday,weekend,unknown,free,cloudy,Peru,799
184,16,34,morning,friday,workday,unknown,free,cloudy,United States,0
151,374,4,noon,thursday,workday,unknown,free,unknown,unknown,0
324,136,11,noon,saturday,weekend,unknown,free,cloudy,United Kingdom,0
212,16,6,morning,tuesday,workday,unknown,free,sunny,Russia,879
99,197,1,night,tuesday,workday,unknown,free,unknown,Peru,799
279,311,1,night,friday,workday,unknown,free,unknown,Spain,0
33,25,27,morning,thursday,workday,unknown,free,foggy,Ecuador,356
91,16,152,morning,saturday,weekend,unknown,free,rainy,Colombia,0
38,856,44,morning,saturday,weekend,work,free,rainy,United States,1000
126,136,1719,afternoon,saturday,weekend,unknown,free,cloudy,United States,0
409,162,30,afternoon,sunday,weekend,unknown,free,cloudy,Israel,454
155,819,217,morning,sunday,weekend,unknown,free,sunny,Spain,0
131,172,914,evening,tuesday,workday,unknown,free,sunny,Taiwan,972
123,1390,8,evening,wednesday,workday,home,free,sunny,United States,0
246,103,1,night,sunday,weekend,unknown,free,unknown,United Kingdom,401
4,21,12,morning,thursday,workday,work,free,stormy,Switzerland,147
32,27,284,evening,saturday,weekend,unknown,free,sunny,Spain,373
42,5,3,noon,tuesday,workday,unknown,free,sunny,Spain,369
209,323,1,morning,sunday,weekend,unknown,free,sunny,United Arab Emirates,2
339,16,13,night,wednesday,workday,unknown,free,foggy,Peru,799
208,5,144,afternoon,friday,workday,unknown,free,cloudy,United Kingdom,400
91,492,2,morning,tuesday,workday,unknown,free,drizzle,Colombia,0
89,16,10,evening,monday,workday,unknown,free,cloudy,Canada,128
359,33,137,night,monday,workday,unknown,free,foggy,Peru,799
8,412,2,noon,thursday,workday,home,free,sunny,Canada,129
310,65,1,noon,friday,workday,unknown,free,sunny,United States,1012
60,16,47,morning,friday,workday,home,free,sunny,Italy,0
222,21,48,afternoon,friday,workday,unknown,free,sunny,Croatia,419
87,582,399,evening,thursday,workday,unknown,free,cloudy,United States,1000
150,499,1,noon,friday,workday,unknown,free,cloudy,Canada,0
143,39,60,night,thursday,workday,unknown,free,cloudy,Lithuania,661
128,979,1,noon,tuesday,workday,unknown,free,cloudy,Peru,802
131,16,1546,evening,tuesday,workday,unknown,free,sunny,Taiwan,972
43,21,1,morning,tuesday,workday,unknown,free,unknown,United States,0
52,16,1,morning,sunday,weekend,unknown,free,unknown,United Kingdom,393
87,21,8,sunrise,friday,workday,unknown,free,rainy,United States,1000
464,338,8,evening,sunday,weekend,unknown,free,cloudy,Canada,136
60,786,4,morning,sunday,weekend,home,free,rainy,Italy,0
504,16,3,afternoon,monday,workday,unknown,free,cloudy,United Kingdom,0
172,114,54,noon,sunday,weekend,unknown,free,sunny,Israel,454
308,16,885,evening,monday,workday,unknown,free,sunny,Netherlands,786
401,11,8,afternoon,sunday,weekend,unknown,free,cloudy,Lithuania,0
308,810,1018,afternoon,sunday,weekend,unknown,free,sunny,Netherlands,786
165,1391,70,afternoon,sunday,weekend,unknown,free,cloudy,Peru,799
12,563,140,sunrise,saturday,weekend,home,free,foggy,United States,0
271,15,384,morning,sunday,weekend,unknown,paid,sunny,United States,0
43,21,2908,sunset,wednesday,workday,unknown,free,cloudy,United States,1013
157,21,2,evening,thursday,workday,unknown,free,foggy,Japan,641
272,1392,271,sunset,friday,weekend,unknown,free,foggy,United States,0
170,21,332,afternoon,friday,workday,work,free,rainy,United Kingdom,0
223,105,57,night,monday,workday,unknown,paid,sunny,Mexico,712
43,78,12,evening,thursday,workday,unknown,free,cloudy,United States,0
409,21,35,morning,wednesday,workday,unknown,free,cloudy,Israel,454
658,58,1,morning,tuesday,workday,unknown,free,cloudy,United Kingdom,401
420,100,5,evening,sunday,weekend,unknown,free,cloudy,Spain,0
2,17,52,morning,friday,workday,unknown,free,cloudy,Spain,369
292,5,22,evening,saturday,weekend,unknown,free,unknown,unknown,0
373,1393,1,morning,friday,workday,unknown,free,rainy,United Kingdom,401
187,73,212,night,friday,workday,unknown,free,foggy,Peru,799
363,9,3,morning,friday,workday,home,free,rainy,United Kingdom,0
296,45,4,evening,thursday,workday,home,free,foggy,Canada,132
179,21,2,noon,thursday,workday,unknown,free,sunny,United States,0
6,21,2,morning,wednesday,workday,home,free,cloudy,Spain,369
5,65,1,evening,saturday,weekend,home,free,unknown,Spain,369
439,16,2,noon,sunday,weekend,unknown,free,cloudy,United States,1020
85,25,4,night,sunday,weekend,unknown,free,stormy,United Kingdom,401
93,5,198,morning,saturday,weekend,unknown,free,sunny,Netherlands,0
195,160,5,sunset,saturday,weekend,unknown,free,sunny,Korea,649
195,1161,833,afternoon,friday,workday,unknown,free,sunny,Korea,649
195,343,18,morning,saturday,weekend,unknown,free,foggy,Korea,649
252,5,157,afternoon,friday,workday,unknown,free,sunny,Spain,0
252,16,90,sunrise,monday,workday,home,free,cloudy,Spain,369
423,1394,1,evening,friday,weekend,unknown,free,sunny,Australia,30
265,290,57,morning,saturday,weekend,unknown,free,sunny,Poland,0
31,102,39,noon,friday,workday,unknown,free,cloudy,Spain,369
448,1395,110,afternoon,monday,workday,unknown,free,unknown,unknown,0
90,316,36,sunset,sunday,weekend,work,free,sunny,United States,1003
141,39,1,sunset,wednesday,workday,unknown,free,rainy,Colombia,306
201,16,1,morning,saturday,weekend,unknown,free,cloudy,Spain,0
334,21,14,afternoon,tuesday,workday,home,free,sunny,Spain,369
230,407,2,night,thursday,workday,unknown,free,sunny,Ecuador,355
242,0,1,morning,friday,workday,unknown,free,foggy,Australia,25
359,350,1,afternoon,sunday,weekend,unknown,free,unknown,Peru,799
10,21,8,sunrise,monday,workday,unknown,free,sunny,Spain,373
403,103,11,afternoon,tuesday,workday,unknown,free,cloudy,Netherlands,784
35,1246,1,morning,wednesday,workday,unknown,free,unknown,United States,0
89,3,1,morning,monday,workday,unknown,free,sunny,Canada,136
194,99,21,noon,thursday,workday,unknown,free,cloudy,New Zealand,789
13,20,2,sunset,wednesday,workday,unknown,free,rainy,United Kingdom,0
50,793,92,sunset,tuesday,workday,unknown,free,foggy,Peru,799
581,1396,228,evening,tuesday,workday,unknown,free,rainy,India,0
383,586,1,evening,monday,workday,unknown,paid,sunny,Chile,0
659,3,1,afternoon,sunday,weekend,home,free,sunny,United States,0
105,25,4,night,wednesday,workday,unknown,free,sunny,United States,1002
269,209,181,evening,thursday,workday,unknown,free,cloudy,Serbia,0
272,44,21,sunrise,monday,workday,unknown,free,cloudy,United States,0
279,266,1,noon,friday,workday,unknown,free,unknown,Spain,369
363,126,3,evening,wednesday,workday,home,free,cloudy,United Kingdom,0
269,1397,40,morning,sunday,weekend,unknown,free,cloudy,Serbia,0
78,5,2,night,friday,workday,unknown,free,rainy,Costa Rica,321
213,513,1,evening,saturday,weekend,unknown,free,sunny,Australia,0
148,16,8,noon,tuesday,workday,unknown,free,unknown,unknown,0
516,69,1,morning,friday,workday,unknown,free,cloudy,Mexico,712
130,368,2307,evening,thursday,workday,unknown,free,sunny,Spain,369
492,962,2,night,wednesday,workday,unknown,free,cloudy,Spain,0
56,49,40,morning,thursday,workday,unknown,free,sunny,Mexico,724
248,5,814,night,sunday,weekend,unknown,free,cloudy,Peru,799
165,25,208,night,sunday,weekend,unknown,free,cloudy,Peru,799
35,16,1,evening,thursday,workday,unknown,free,unknown,United States,0
272,1398,128,evening,sunday,weekend,unknown,free,cloudy,United States,0
141,464,1,sunset,wednesday,workday,unknown,free,rainy,Colombia,306
45,39,1,evening,monday,workday,unknown,free,unknown,Spain,378
287,26,1922,morning,wednesday,workday,unknown,free,unknown,unknown,0
410,133,1,sunset,sunday,weekend,unknown,free,cloudy,Spain,369
339,242,78,evening,monday,workday,unknown,free,cloudy,Peru,799
529,205,2,afternoon,wednesday,workday,unknown,free,sunny,United States,1003
176,40,1,sunset,saturday,weekend,unknown,free,unknown,unknown,0
161,242,1,noon,wednesday,workday,unknown,free,cloudy,Spain,369
172,0,1,noon,friday,workday,home,free,foggy,United Kingdom,401
287,26,276,noon,wednesday,workday,unknown,free,unknown,unknown,0
188,42,6,afternoon,wednesday,workday,unknown,free,foggy,United States,0
240,21,71,night,wednesday,workday,unknown,free,cloudy,United States,1051
148,31,2,sunset,friday,weekend,unknown,free,unknown,unknown,0
219,1260,1,evening,sunday,weekend,unknown,free,cloudy,United States,0
293,26,59,afternoon,saturday,weekend,unknown,free,sunny,United States,1007
84,26,13,night,friday,workday,unknown,free,cloudy,United States,0
401,11,1,evening,friday,weekend,home,free,unknown,United Kingdom,0
85,58,1,morning,saturday,weekend,unknown,free,sunny,United Kingdom,401
363,78,2,evening,wednesday,workday,unknown,free,rainy,United Kingdom,0
45,102,214,afternoon,friday,workday,unknown,free,cloudy,Spain,378
46,37,2,evening,sunday,weekend,unknown,free,cloudy,United Kingdom,0
265,374,6,noon,sunday,weekend,unknown,free,cloudy,Poland,0
195,25,253,evening,friday,weekend,unknown,free,cloudy,Korea,649
144,54,25,night,saturday,weekend,unknown,free,cloudy,United States,1004
8,305,4,morning,monday,workday,unknown,free,stormy,Canada,129
359,33,152,afternoon,tuesday,workday,unknown,free,cloudy,Peru,799
97,716,79,morning,thursday,workday,unknown,free,foggy,Canada,135
660,1399,3,sunset,wednesday,workday,unknown,paid,cloudy,United States,1051
214,16,6,afternoon,thursday,workday,unknown,free,cloudy,Spain,369
87,16,10,night,wednesday,workday,unknown,free,sunny,United States,1028
340,25,112,noon,monday,workday,unknown,free,sunny,Peru,793
75,219,12,afternoon,friday,workday,unknown,free,cloudy,Poland,842
80,450,67,morning,sunday,weekend,unknown,free,sunny,Spain,0
488,176,9,night,friday,workday,unknown,free,rainy,Argentina,0
91,5,2,noon,monday,workday,unknown,free,rainy,Colombia,0
225,1400,6,afternoon,wednesday,workday,unknown,free,cloudy,United States,1021
255,58,1,evening,monday,workday,unknown,free,cloudy,Belgium,0
272,1401,1,evening,saturday,weekend,unknown,free,cloudy,United States,1012
44,11,525,evening,wednesday,workday,home,free,sunny,Spain,0
85,5,12,morning,saturday,weekend,unknown,free,rainy,United Kingdom,401
246,40,91,evening,monday,workday,unknown,free,rainy,United Kingdom,401
184,1402,77,evening,friday,weekend,unknown,free,cloudy,United States,0
138,453,1,sunset,sunday,weekend,unknown,free,foggy,Mexico,724
181,33,545,morning,sunday,weekend,unknown,free,cloudy,Israel,454
87,25,23,sunrise,friday,workday,unknown,free,cloudy,United States,1000
216,16,4,sunset,sunday,weekend,unknown,free,cloudy,Bulgaria,0
75,616,57,morning,monday,workday,home,free,sunny,Poland,842
62,132,1,evening,sunday,weekend,unknown,free,stormy,unknown,0
42,21,26,night,sunday,weekend,unknown,free,sunny,Lithuania,661
186,21,336,morning,wednesday,workday,unknown,free,cloudy,Spain,369
383,227,1,night,tuesday,workday,unknown,free,sunny,Chile,0
79,58,108,afternoon,saturday,weekend,unknown,free,unknown,unknown,0
389,301,143,afternoon,friday,workday,home,free,sunny,United States,0
340,21,36,morning,wednesday,workday,unknown,free,sunny,Peru,793
81,33,173,sunrise,friday,workday,unknown,free,cloudy,United Kingdom,401
314,53,112,afternoon,wednesday,workday,unknown,free,cloudy,United States,0
56,43,246,evening,friday,weekend,unknown,free,cloudy,Mexico,724
52,16,4,morning,tuesday,workday,unknown,free,sunny,United Kingdom,393
87,391,6,evening,sunday,weekend,unknown,free,cloudy,United States,1003
117,103,7,evening,sunday,weekend,unknown,free,unknown,Chile,151
393,1403,8,sunrise,tuesday,workday,unknown,free,unknown,unknown,0
178,65,13,afternoon,sunday,weekend,unknown,free,sunny,United Kingdom,0
10,114,26,morning,thursday,workday,unknown,free,cloudy,Spain,373
86,21,52,morning,thursday,workday,unknown,free,cloudy,United Kingdom,401
150,499,4,afternoon,thursday,workday,unknown,free,foggy,Canada,132
3,3,3,noon,wednesday,workday,unknown,free,rainy,United States,1028
52,40,9,sunset,monday,workday,unknown,free,sunny,United Kingdom,393
184,834,1,evening,monday,workday,home,free,sunny,United States,1028
451,83,3,evening,sunday,weekend,unknown,free,sunny,United States,0
163,14,15,afternoon,sunday,weekend,unknown,free,sunny,Spain,369
260,940,4,sunset,thursday,workday,unknown,free,sunny,United States,999
85,407,8,sunset,saturday,weekend,unknown,free,rainy,United Kingdom,401
78,56,36,sunset,sunday,weekend,unknown,free,sunny,Costa Rica,321
51,25,76,noon,thursday,workday,unknown,free,cloudy,Spain,369
65,89,21,night,friday,workday,unknown,free,cloudy,Denmark,0
467,94,5,night,thursday,workday,home,free,cloudy,United States,1023
34,16,3,sunrise,tuesday,workday,unknown,free,rainy,United Kingdom,0
140,58,153,evening,saturday,weekend,unknown,free,unknown,unknown,0
143,0,4,noon,thursday,workday,unknown,free,cloudy,Lithuania,661
188,1404,3,noon,wednesday,workday,unknown,free,sunny,United States,0
